# CAMB transfer functions at z = 1000, converted to the CLASS
# convention (Newtonian gauge, unit primordial curvature, theta in 1/Mpc
# with d(delta)/dtau = -theta).
# cosmology: h=0.71, Omega_b=0.044, Omega_cdm=0.226, A_s=2.1e-09, n_s=0.965, k_pivot=0.05/Mpc
# k[1/Mpc]  delta_b  delta_cdm  theta_b[1/Mpc]  theta_cdm[1/Mpc]
1.383232910156250000e+03 -2.030447721481323242e+00 -3.119634704589843750e+02 7.570319622755050659e-02 1.029337882995605469e+00
1.430117675781250000e+03 -2.024133205413818359e+00 -3.130005798339843750e+02 7.517325878143310547e-02 1.032748937606811523e+00
1.478591796875000000e+03 -2.016951322555541992e+00 -3.140377197265625000e+02 7.459359616041183472e-02 1.036160111427307129e+00
1.528708862304687500e+03 -2.008855581283569336e+00 -3.150748901367187500e+02 7.396190613508224487e-02 1.039570927619934082e+00
1.580524658203125000e+03 -1.999799609184265137e+00 -3.161119995117187500e+02 7.327590137720108032e-02 1.042981863021850586e+00
1.634096557617187500e+03 -1.989735126495361328e+00 -3.171490783691406250e+02 7.253327220678329468e-02 1.046392440795898438e+00
1.689484497070312500e+03 -1.978614807128906250e+00 -3.181861877441406250e+02 7.173181325197219849e-02 1.049803376197814941e+00
1.746749755859375000e+03 -1.966389775276184082e+00 -3.192233276367187500e+02 7.086930423974990845e-02 1.053214073181152344e+00
1.805956054687500000e+03 -1.953010916709899902e+00 -3.202604980468750000e+02 6.994362920522689819e-02 1.056624531745910645e+00
1.867169067382812500e+03 -1.938428401947021484e+00 -3.212975769042968750e+02 6.895282119512557983e-02 1.060035109519958496e+00
1.930457031250000000e+03 -1.922595024108886719e+00 -3.223347167968750000e+02 6.789503246545791626e-02 1.063445687294006348e+00
1.995890014648437500e+03 -1.905463576316833496e+00 -3.233718566894531250e+02 6.676856428384780884e-02 1.066855907440185547e+00
2.063541015625000000e+03 -1.886988162994384766e+00 -3.244090270996093750e+02 6.557203084230422974e-02 1.070266246795654297e+00
2.133484863281250000e+03 -1.867125034332275391e+00 -3.254461059570312500e+02 6.430419534444808960e-02 1.073676347732543945e+00
2.205799804687500000e+03 -1.845834732055664062e+00 -3.264833679199218750e+02 6.296426802873611450e-02 1.077086806297302246e+00
2.280565429687500000e+03 -1.823078036308288574e+00 -3.275203857421875000e+02 6.155169755220413208e-02 1.080496549606323242e+00
2.357865478515625000e+03 -1.798823118209838867e+00 -3.285575561523437500e+02 6.006646901369094849e-02 1.083906412124633789e+00
2.437785644531250000e+03 -1.773042082786560059e+00 -3.295946960449218750e+02 5.850895866751670837e-02 1.087316274642944336e+00
2.520414550781250000e+03 -1.745713472366333008e+00 -3.306318359375000000e+02 5.688006430864334106e-02 1.090725898742675781e+00
2.605844482421875000e+03 -1.716821789741516113e+00 -3.316690063476562500e+02 5.518135055899620056e-02 1.094135642051696777e+00
2.694169921875000000e+03 -1.686359882354736328e+00 -3.327061462402343750e+02 5.341494828462600708e-02 1.097544908523559570e+00
2.785489013671875000e+03 -1.654328823089599609e+00 -3.337432250976562500e+02 5.158371478319168091e-02 1.100954055786132812e+00
2.879903320312500000e+03 -1.620741248130798340e+00 -3.347803344726562500e+02 4.969121888279914856e-02 1.104363083839416504e+00
2.977518066406250000e+03 -1.585619807243347168e+00 -3.358175354003906250e+02 4.774182289838790894e-02 1.107772231101989746e+00
3.078441406250000000e+03 -1.548997521400451660e+00 -3.368546142578125000e+02 4.574076086282730103e-02 1.111181020736694336e+00
3.182785644531250000e+03 -1.510922312736511230e+00 -3.378917846679687500e+02 4.369399696588516235e-02 1.114589929580688477e+00
3.290666503906250000e+03 -1.471454381942749023e+00 -3.389289245605468750e+02 4.160837829113006592e-02 1.117998600006103516e+00
3.402203857421875000e+03 -1.430667281150817871e+00 -3.399659729003906250e+02 3.949163109064102173e-02 1.121406912803649902e+00
3.517521972656250000e+03 -1.388650655746459961e+00 -3.410031127929687500e+02 3.735222294926643372e-02 1.124815344810485840e+00
3.636748779296875000e+03 -1.345507502555847168e+00 -3.420402832031250000e+02 3.519941121339797974e-02 1.128223538398742676e+00
3.760016601562500000e+03 -1.301356196403503418e+00 -3.430773315429687500e+02 3.304311260581016541e-02 1.131631612777709961e+00
3.887463134765625000e+03 -1.256329774856567383e+00 -3.441145019531250000e+02 3.089381568133831024e-02 1.135039687156677246e+00
4.019229003906250000e+03 -1.210573434829711914e+00 -3.451516113281250000e+02 2.876246906816959381e-02 1.138447403907775879e+00
4.155461425781250000e+03 -1.164246916770935059e+00 -3.461887207031250000e+02 2.666028961539268494e-02 1.141855239868164062e+00
4.296311035156250000e+03 -1.117519617080688477e+00 -3.472257385253906250e+02 2.459865063428878784e-02 1.145262598991394043e+00
4.441935058593750000e+03 -1.070571303367614746e+00 -3.482629089355468750e+02 2.258880808949470520e-02 1.148670196533203125e+00
4.592494628906250000e+03 -1.023587942123413086e+00 -3.492998962402343750e+02 2.064173482358455658e-02 1.152077436447143555e+00
4.748158203125000000e+03 -9.767614006996154785e-01 -3.503370666503906250e+02 1.876787468791007996e-02 1.155484914779663086e+00
4.909097656250000000e+03 -9.302835464477539062e-01 -3.513741760253906250e+02 1.697689108550548553e-02 1.158892154693603516e+00
5.075491699218750000e+03 -8.843459486961364746e-01 -3.524112243652343750e+02 1.527748908847570419e-02 1.162299156188964844e+00
5.247526367187500000e+03 -8.391351103782653809e-01 -3.534483337402343750e+02 1.367715001106262207e-02 1.165706396102905273e+00
5.425391601562500000e+03 -7.948294878005981445e-01 -3.544853820800781250e+02 1.218198332935571671e-02 1.169113516807556152e+00
5.609285644531250000e+03 -7.515963912010192871e-01 -3.555224304199218750e+02 1.079655531793832779e-02 1.172520399093627930e+00
5.799413085937500000e+03 -7.095888853073120117e-01 -3.565594787597656250e+02 9.523801505565643311e-03 1.175927519798278809e+00
5.995985351562500000e+03 -6.689430475234985352e-01 -3.575966186523437500e+02 8.364948444068431854e-03 1.179334759712219238e+00
6.199219726562500000e+03 -6.297757029533386230e-01 -3.586336059570312500e+02 7.319523487240076065e-03 1.182741641998291016e+00
6.409343261718750000e+03 -5.921832919120788574e-01 -3.596707458496093750e+02 6.385426502674818039e-03 1.186149001121520996e+00
6.626588378906250000e+03 -5.562401413917541504e-01 -3.607077331542968750e+02 5.559017416089773178e-03 1.189555883407592773e+00
6.851197265625000000e+03 -5.219990015029907227e-01 -3.617448425292968750e+02 4.835290834307670593e-03 1.192963123321533203e+00
7.083419433593750000e+03 -4.894908070564270020e-01 -3.627818908691406250e+02 4.208051133900880814e-03 1.196370363235473633e+00
7.323512695312500000e+03 -4.587255716323852539e-01 -3.638189392089843750e+02 3.670160891488194466e-03 1.199777722358703613e+00
7.571744140625000000e+03 -4.296942055225372314e-01 -3.648559875488281250e+02 3.213756252080202103e-03 1.203185081481933594e+00
7.828389160156250000e+03 -4.023703336715698242e-01 -3.658930358886718750e+02 2.830494195222854614e-03 1.206592559814453125e+00
8.093733398437500000e+03 -3.767123520374298096e-01 -3.669301452636718750e+02 2.511777449399232864e-03 1.210000276565551758e+00
8.368071289062500000e+03 -3.526656925678253174e-01 -3.679671630859375000e+02 2.248973120003938675e-03 1.213407874107360840e+00
8.651708007812500000e+03 -3.301654160022735596e-01 -3.690042114257812500e+02 2.033623633906245232e-03 1.216815471649169922e+00
8.944958984375000000e+03 -3.091382682323455811e-01 -3.700412902832031250e+02 1.857625320553779602e-03 1.220223546028137207e+00
9.248149414062500000e+03 -2.895049452781677246e-01 -3.710783691406250000e+02 1.713398611173033714e-03 1.223631620407104492e+00
9.561616210937500000e+03 -2.711825370788574219e-01 -3.721154174804687500e+02 1.594041124917566776e-03 1.227039694786071777e+00
9.885708007812500000e+03 -2.540862262248992920e-01 -3.731524047851562500e+02 1.493458286859095097e-03 1.230447769165039062e+00
1.022078515625000000e+04 -2.381313443183898926e-01 -3.741895141601562500e+02 1.406466588377952576e-03 1.233856081962585449e+00
1.056721972656250000e+04 -2.232351154088973999e-01 -3.752265319824218750e+02 1.328859361819922924e-03 1.237264513969421387e+00
1.092539746093750000e+04 -2.093181908130645752e-01 -3.762636718750000000e+02 1.257422845810651779e-03 1.240673303604125977e+00
1.129571484375000000e+04 -1.963058114051818848e-01 -3.773007202148437500e+02 1.189898815937340260e-03 1.244081974029541016e+00
1.167858398437500000e+04 -1.841290295124053955e-01 -3.783377990722656250e+02 1.124888192862272263e-03 1.247490644454956055e+00
1.207443164062500000e+04 -1.727250069379806519e-01 -3.793749389648437500e+02 1.061704242601990700e-03 1.250899791717529297e+00
