# Power spectra at z = 1000 [Mpc^3] from CLASS transfer functions;
# last column is the direct CLASS P_m(k) for cross-checking.
# k[1/Mpc]  P_b  P_cdm  P_m  P_m_direct
5.071905102071749827e-01 7.681733360164502339e-08 1.440952946513375174e-03 1.012448585113117890e-03 1.012562795963159587e-03
5.200089484437496745e-01 7.186766269762468344e-08 1.362446356221487650e-03 9.572736052139476639e-04 9.573815952177451962e-04
5.330207881295718764e-01 6.779578629738266498e-08 1.288732489499757466e-03 9.054777711314860493e-04 9.055798999663725816e-04
5.462357105951333169e-01 6.401779858869470740e-08 1.219447183451343982e-03 8.567946365083815071e-04 8.568913045494446152e-04
5.596643157530292179e-01 6.026853919478798847e-08 1.154239913644076023e-03 8.109732629059837562e-04 8.110647799949806174e-04
5.733179743304964715e-01 5.686573335380137269e-08 1.092828073208567796e-03 7.678213631148669708e-04 7.679080084015244652e-04
5.872086796934529174e-01 5.372845380686027087e-08 1.034929235395624621e-03 7.271392619001602149e-04 7.272213281306605642e-04
6.013489040276632780e-01 5.071477386586606799e-08 9.802973083385905367e-04 6.887516093165843090e-04 6.888293558818081412e-04
6.157514628631419740e-01 4.792523217789824216e-08 9.286898067019157830e-04 6.524901824089648136e-04 6.525638404721264586e-04
6.304293911352566449e-01 4.534743001300649574e-08 8.799245615606128166e-04 6.182269379493105996e-04 6.182967352141340977e-04
6.453958332032039280e-01 4.287610636232423962e-08 8.338018955034386635e-04 5.858197786693845150e-04 5.858859253019441885e-04
6.606639485121805766e-01 4.053187233899303523e-08 7.901432356904090166e-04 5.551438074298275550e-04 5.552064956640067293e-04
6.762468338990917927e-01 3.833553128909713528e-08 7.488145813976066975e-04 5.261054052799309447e-04 5.261648203265135038e-04
6.921574629081478358e-01 3.623756233946938722e-08 7.096534099382396888e-04 4.985896003503602651e-04 4.986459136039656263e-04
7.084086419066649709e-01 3.424369630059738281e-08 6.725285208526053313e-04 4.725044502451261771e-04 4.725578216600934481e-04
7.250129822786647305e-01 3.237480520130005115e-08 6.373397122882304639e-04 4.477800527111330917e-04 4.478306362070153196e-04
7.419828875321895501e-01 3.061909273066660867e-08 6.039649022182430604e-04 4.243305299285117147e-04 4.243784687228352253e-04
7.593305537945707062e-01 2.896537535007845114e-08 5.723063663651596373e-04 4.020871046791633149e-04 4.021325343743957850e-04
7.770679818967602959e-01 2.741221445012272110e-08 5.422792816319492101e-04 3.809902379622592686e-04 3.810332877417315061e-04
7.952069990696978286e-01 2.594704942579540559e-08 5.137943932369003252e-04 3.609770677304955928e-04 3.610178595186177273e-04
8.137592881951136725e-01 2.455570502364706241e-08 4.867739957682816021e-04 3.419928035248993967e-04 3.420314532817918403e-04
8.327364225677240661e-01 2.322844263914996216e-08 4.611332294692442970e-04 3.239777203428886149e-04 3.240143370711418501e-04
8.521499042276216018e-01 2.196326035420486575e-08 4.368060307369983197e-04 3.068854292029827386e-04 3.069201168685733810e-04
8.720112040977773260e-01 2.076213711912301941e-08 4.137189258296202561e-04 2.906644189617483718e-04 2.906972755760881791e-04
8.923318023949191602e-01 1.962946944023002573e-08 3.918205738341418512e-04 2.752787538435722036e-04 2.753098736694694552e-04
9.131232280530046097e-01 1.856659084067238339e-08 3.710466127744704184e-04 2.606833038470949431e-04 2.607127759141341251e-04
9.343970961867481551e-01 1.756767513262000597e-08 3.513403846327956188e-04 2.468382058328082466e-04 2.468661146724387447e-04
9.561651429089195187e-01 1.662417859562579400e-08 3.326514564781864105e-04 2.337079114247456700e-04 2.337343376141848002e-04
9.784392570827658009e-01 1.572709933041901053e-08 3.149280607966704502e-04 2.212559268734649507e-04 2.212809468629954764e-04
1.001231508826998962e+00 1.487072984797017855e-08 2.981197254454228730e-04 2.094467307743574089e-04 2.094704169839451335e-04
1.024554174786774352e+00 1.405481382773852345e-08 2.821823888325010986e-04 1.982494046354995373e-04 1.982718260773303192e-04
1.048419760335814965e+00 1.328394288553802584e-08 2.670714207510746247e-04 1.876327249812283931e-04 1.876539471374043407e-04
1.072841018982181982e+00 1.256008207628383286e-08 2.527466352284391134e-04 1.775685358267370297e-04 1.775886210236688584e-04
1.097830969316357042e+00 1.188017592941515899e-08 2.391681244386193459e-04 1.680287791163047003e-04 1.680477864943446663e-04
1.123402909870820032e+00 1.123745109642680624e-08 2.262992632781608382e-04 1.589876277596632363e-04 1.590056135610635145e-04
1.149570432262159825e+00 1.062497147888547870e-08 2.141043051188522576e-04 1.504198677481408640e-04 1.504368853806568591e-04
1.176347432967330686e+00 1.004096976119849339e-08 2.025486076006715577e-04 1.423011599442665766e-04 1.423172600830148167e-04
1.203748124052129498e+00 9.487448046593073580e-09 1.915990210307484654e-04 1.346082855778121129e-04 1.346235162637829733e-04
1.231787043128580894e+00 8.967255268294983197e-09 1.812262600158885835e-04 1.273207536201910667e-04 1.273351606248761248e-04
1.260479062773831149e+00 8.478753533374378791e-09 1.713981247577923278e-04 1.204159412850537315e-04 1.204295677596040558e-04
1.289839399600173575e+00 8.016181714114510817e-09 1.620910199188611877e-04 1.138771824585776054e-04 1.138900697486973460e-04
1.319883623126542060e+00 7.575671355607291705e-09 1.532781780756233578e-04 1.076856222279942233e-04 1.076978095679655850e-04
1.350627664567670028e+00 7.156612656275869537e-09 1.449295251160081794e-04 1.018201490098870414e-04 1.018316731521361998e-04
1.382087825628695477e+00 6.761510095530675096e-09 1.370253905236318889e-04 9.626701084160676515e-05 9.627790708873664306e-05
1.414280787370229220e+00 6.390367736210676093e-09 1.295413405436455546e-04 9.100906538365402575e-05 9.101936705744843187e-05
1.447223619191293942e+00 6.039737306071214155e-09 1.224564563619707093e-04 8.603156918928488736e-05 8.604130796709580668e-05
1.480933787964353376e+00 5.706247712235440046e-09 1.157500250745982897e-04 8.131992474523515150e-05 8.132913065878723616e-05
1.515429167347096762e+00 5.389531424075028171e-09 1.094019495188713306e-04 7.686002493931331592e-05 7.686872642112390632e-05
1.550728047288916445e+00 5.091064702767786700e-09 1.033939316463642396e-04 7.263906079623628424e-05 7.264728484195706615e-05
1.586849143745449942e+00 4.810345293216108773e-09 9.770960153555614380e-05 6.864553761555417053e-05 6.865330994388806811e-05
1.623811608611524626e+00 4.544288021352704689e-09 9.232852468159072378e-05 6.486505873966511948e-05 6.487240338040003074e-05
1.661635039880949849e+00 4.291629451747745601e-09 8.723891487236838118e-05 6.128933049983847719e-05 6.129627062294103917e-05
1.700339492040412237e+00 4.052736033786299006e-09 8.242202906301298725e-05 5.790521013430368388e-05 5.791176736321507982e-05
1.739945486704087552e+00 3.827962740235573065e-09 7.786598412610145313e-05 5.470436751019775356e-05 5.471056257263748492e-05
1.780474023495212332e+00 3.615467332487487636e-09 7.355730249862925483e-05 5.167731105649840960e-05 5.168316361059561835e-05
1.821946591180734654e+00 3.413768873737862533e-09 6.948112432610452718e-05 4.881358643291157812e-05 4.881911492441649478e-05
1.864385179065121356e+00 3.223214797889442006e-09 6.562605362179859563e-05 4.610520512829918672e-05 4.611042711929986626e-05
1.907812288649464838e+00 3.043669232877800413e-09 6.198040943992976816e-05 4.354396929841870996e-05 4.354890142336310829e-05
1.952250945562115314e+00 2.873768138947548824e-09 5.853317659320213495e-05 4.112212424715974457e-05 4.112678226651823730e-05
1.997724711767192129e+00 2.712859180660977430e-09 5.527372642418639892e-05 3.883220033110189665e-05 3.883659916049956781e-05
2.044257698057458938e+00 2.560981365649202531e-09 5.219139738076088121e-05 3.666671830760375025e-05 3.667087200618045884e-05
2.091874576838184119e+00 2.417666753325580582e-09 4.927828559689183030e-05 3.462012380818851810e-05 3.462404583430058071e-05
2.140600595208782320e+00 2.281995746056606752e-09 4.652407344327183335e-05 3.268516019147089713e-05 3.268886316069240613e-05
2.190461588349158273e+00 2.153874669512499087e-09 4.392183651174705274e-05 3.085696755978269834e-05 3.086046356748950209e-05
2.241483993217863624e+00 2.032968347408041703e-09 4.146183324056822644e-05 2.912870483054356247e-05 2.913200516932991799e-05
2.293694862569321202e+00 1.918589545281733197e-09 3.913693952883472204e-05 2.749536042796721328e-05 2.749847583264389985e-05
2.347121879297553892e+00 1.810568743380879954e-09 3.694020642550829419e-05 2.595205575743143921e-05 2.595499641832540891e-05
2.401793371114020914e+00 1.708582828631103044e-09 3.486422050657958602e-05 2.449358336089929762e-05 2.449635886913778302e-05
2.457738325567345949e+00 1.612201955232829834e-09 3.290284238880876433e-05 2.311562754679240186e-05 2.311824701356574789e-05
2.514986405412899639e+00 1.521165491594277100e-09 3.104982541264377286e-05 2.181380066142138874e-05 2.181627270087181829e-05
2.573567964340383707e+00 1.435249685592289158e-09 2.929935666678965106e-05 2.058402008268900242e-05 2.058635284820431452e-05
2.633514063067760258e+00 1.354043332412981134e-09 2.764583254021091836e-05 1.942234637227791027e-05 1.942454757063133991e-05
2.694856485810054991e+00 1.277391789047953768e-09 2.608396262023260709e-05 1.832506483436416680e-05 1.832714175162491273e-05
2.757627757131768664e+00 1.205004806199277344e-09 2.460883778686118881e-05 1.728872563605713617e-05 1.729068517023036214e-05
2.821861159191832336e+00 1.136668233772621405e-09 2.321577295821799757e-05 1.631003761164318501e-05 1.631188628868669794e-05
2.887590749390247513e+00 1.072140154302841787e-09 2.190015208448749056e-05 1.538575748529148095e-05 1.538750146145899674e-05
2.954851378425771280e+00 1.011208717533623434e-09 2.065760915283862992e-05 1.451281799039511083e-05 1.451446307338590810e-05
3.023678708774218293e+00 9.536984314104789751e-10 1.948465341452290962e-05 1.368876664263846806e-05 1.369031837127763693e-05
3.094109233597176267e+00 8.994115276282502492e-10 1.837722269768040596e-05 1.291074962071105018e-05 1.291221320649084083e-05
3.166180296091165580e+00 8.481644028992405969e-10 1.733170958105792386e-05 1.217623242619784920e-05 1.217761279355431384e-05
3.239930109287493032e+00 7.998172625235019495e-10 1.634487233255602461e-05 1.148293797818117538e-05 1.148423979645802209e-05
3.315397776313310008e+00 7.541798464502840917e-10 1.541345145573558086e-05 1.082857574716060526e-05 1.082980342591312533e-05
3.392623311124605134e+00 7.110657138299320805e-10 1.453352887631613725e-05 1.021039322970871205e-05 1.021155085293020968e-05
3.471647659722136403e+00 6.703930689114598075e-10 1.370320183667909324e-05 9.627053882101559154e-06 9.628145397938291024e-06
3.552512721861542211e+00 6.320643602254854761e-10 1.292045717180705550e-05 9.077143392768795638e-06 9.078172601888905802e-06
3.635261373269143892e+00 5.958568165151356914e-10 1.218118209608460398e-05 8.557771942248359917e-06 8.558742292644277397e-06
3.719937488375224977e+00 5.617143897145310065e-10 1.148375811680064282e-05 8.067802925678873603e-06 8.068717750278661712e-06
3.806585963576837539e+00 5.294835161377175107e-10 1.082552668216525778e-05 7.605368143862488984e-06 7.606230558453766783e-06
3.895252741042459554e+00 4.990970520271454231e-10 1.020469391305270593e-05 7.169207726780480062e-06 7.170020710646075987e-06
3.985984833071147815e+00 4.704131800916737724e-10 9.618743754420122435e-06 6.757553678204413824e-06 6.758320003719830603e-06
4.078830347019076541e+00 4.433625813551734848e-10 9.066028417353793123e-06 6.369248580339485278e-06 6.369970893404465194e-06
4.173838510806697322e+00 4.178427540851468202e-10 8.544575253714381888e-06 6.002906450939285050e-06 6.003587238755511964e-06
4.271059699020032241e+00 3.937729602952027472e-10 8.052724782725761019e-06 5.657361446343372275e-06 5.658003065294517884e-06
4.370545459619945561e+00 3.710614299081359781e-10 7.588605102350845013e-06 5.331298475858989420e-06 5.331903129945428061e-06
4.472348541273557743e+00 3.496643158494062841e-10 7.151217100897453447e-06 5.024015721379860661e-06 5.024585544277276452e-06
4.576522921322284887e+00 3.294734732350580880e-10 6.738535953862155263e-06 4.734090484268887979e-06 4.734627439551984756e-06
4.683123834401339280e+00 3.104292175065853513e-10 6.349226395920487065e-06 4.460584796763367715e-06 4.461090742709354549e-06
4.792207801725865579e+00 2.924742824705840869e-10 5.982206330244694232e-06 4.202738357514189366e-06 4.203215070202465945e-06
4.903832661059235321e+00 2.755398242683816071e-10 5.636055116875116691e-06 3.959553122291489612e-06 3.960002261900775321e-06
5.018057597379398160e+00 2.595852090271310577e-10 5.309789648087746792e-06 3.730338563906555553e-06 3.730761715526320079e-06
5.134943174259535503e+00 2.445578128176129088e-10 5.002430837853776713e-06 3.514406742502532652e-06 3.514805415378082529e-06
5.254551365979673427e+00 2.303580428103414001e-10 4.712168285070670084e-06 3.310485562679479071e-06 3.310861109903492976e-06
5.376945590386263518e+00 2.169787425997941882e-10 4.438615046386685681e-06 3.118303411079381019e-06 3.118657164761542690e-06
5.502190742517165667e+00 2.043707341356106632e-10 4.180808551081341479e-06 2.937184002048104066e-06 2.937517217076426855e-06
5.630353229009855021e+00 1.924908503667832172e-10 3.937835973867511410e-06 2.766486067998358420e-06 2.766799926332050331e-06
5.761501003311100710e+00 1.812911528488261401e-10 3.708790750209057975e-06 2.605572640573149872e-06 2.605868250861970934e-06
5.895703601706783203e+00 1.707366053994702765e-10 3.492921681550307382e-06 2.453916005875040787e-06 2.454194417593121815e-06
6.033032180190953220e+00 1.607885964892880197e-10 3.289455754536131435e-06 2.310973075226978821e-06 2.311235275878895099e-06
6.173559552193681910e+00 1.514128865275316140e-10 3.097688952254419637e-06 2.176249252213275228e-06 2.176496173211481921e-06
6.317360227187704957e+00 1.425780844172360202e-10 2.916983315902472014e-06 2.049296341426502028e-06 2.049528864003222661e-06
6.464510450194332236e+00 1.342519496967000659e-10 2.746681326171514981e-06 1.929652407513820953e-06 1.929871359872713625e-06
6.615088242209561820e+00 1.264073962406420934e-10 2.586217618417054110e-06 1.816920270123244108e-06 1.817126436053165831e-06
6.769173441571856742e+00 1.190148417446176290e-10 2.435002163434644254e-06 1.710685395857006600e-06 1.710879511659197784e-06
6.926847746293474550e+00 1.120509351307945161e-10 2.292543282351005537e-06 1.610602374142802997e-06 1.610785137511114796e-06
7.088194757377848099e+00 1.054903033743698116e-10 2.158327869189628155e-06 1.516310721977679969e-06 1.516482789573844430e-06
7.253300023145932585e+00 9.930798816322078346e-11 2.031868601624730318e-06 1.427468053874243392e-06 1.427630043282687853e-06
7.422251084595063553e+00 9.348524980659421560e-11 1.912746925491239075e-06 1.343780352528625890e-06 1.343932848442345909e-06
7.595137521814355530e+00 8.800017505547492987e-11 1.800530440140216615e-06 1.264943824152008425e-06 1.265087376623092172e-06
7.772051001481242949e+00 8.283384152694002939e-11 1.694837230810951685e-06 1.190690153514024117e-06 1.190825282396975240e-06
7.953085325464371635e+00 7.797110577573492992e-11 1.595334638785119360e-06 1.120785656499533218e-06 1.120912855748482864e-06
8.138336480558592712e+00 7.338758861509116258e-11 1.501559467343771266e-06 1.054904885090542199e-06 1.055024610099215273e-06
8.327902689378422707e+00 6.907019990228294358e-11 1.413232899305530810e-06 9.928519696837868240e-07 9.929646544434331433e-07
8.521884462436986496e+00 6.500481220849407297e-11 1.330052619156447144e-06 9.344145343407196351e-07 9.345205889674413759e-07
8.720384651438010337e+00 6.117587026473741942e-11 1.251713026059634767e-06 8.793778702932805849e-07 8.794776803761755238e-07
8.923508503809163273e+00 5.757060166136614463e-11 1.177947833937558916e-06 8.275549057758903594e-07 8.276488359116437061e-07
9.131363718505633997e+00 5.417551548266588096e-11 1.108482545790086662e-06 7.787527943276453993e-07 7.788411870817139790e-07
9.344060503113544414e+00 5.097823134498528513e-11 1.043070476761821501e-06 7.327982237583075265e-07 7.328814020712733613e-07
9.561711632283467210e+00 4.796759763379675758e-11 9.814716714847907178e-07 6.895226271905661572e-07 6.896008947787705568e-07
9.784432507525043121e+00 4.513370186403580065e-11 9.234884233900157545e-07 6.487871030648086624e-07 6.488607483086589797e-07
1.001234121839438274e+01 4.246569987405452914e-11 8.688992291264009408e-07 6.104360361619047090e-07 6.105053295451745209e-07
1.024555860510671934e+01 3.995401996887523790e-11 8.175040125688795595e-07 5.743288691366463811e-07 5.743940651574006641e-07
1.048420832260748448e+01 3.758924428365988341e-11 7.691177212126502542e-07 5.403355879901301235e-07 5.403969264008450159e-07
1.072841690613579857e+01 3.536206155641632103e-11 7.235528536843256639e-07 5.083244627177968700e-07 5.083821681462914637e-07
1.097831383831513108e+01 3.326743104653112151e-11 6.806899754101634802e-07 4.782116013731680704e-07 4.782658896061064661e-07
1.123403161780670168e+01 3.129489759954804848e-11 6.403271025103001737e-07 4.498550908982180988e-07 4.499061609171301416e-07
1.149570582956202180e+01 2.943815068984406317e-11 6.023372685484864657e-07 4.231657302980847830e-07 4.232137712754452778e-07
1.176347521671182861e+01 2.769061855584220236e-11 5.665806407994630218e-07 3.980452866834407562e-07 3.980904766135555344e-07
1.203748175412953891e+01 2.604609163222765364e-11 5.329301519348973823e-07 3.744044902476816447e-07 3.744469970559619119e-07
1.231787072370819658e+01 2.449830245494880525e-11 5.012594062575867352e-07 3.521545412590197058e-07 3.521945227362430739e-07
1.260479079139085812e+01 2.304168097596651266e-11 4.714544034472845228e-07 3.312153500177320961e-07 3.312529548789924800e-07
1.289839408599524440e+01 2.167070804268921734e-11 4.434023048794207408e-07 3.115076428463175593e-07 3.115430107615774433e-07
1.319883627987445784e+01 2.038374910320899644e-11 4.170561552474801363e-07 2.929984446877957925e-07 2.930317123923851414e-07
1.350627667145650967e+01 1.916964682379204387e-11 3.922148876225569166e-07 2.755464720837412401e-07 2.755777587773327269e-07
1.382087826970647626e+01 1.802799877170582795e-11 3.688519981423125655e-07 2.591331224691350883e-07 2.591625461865937054e-07
1.414280788055599203e+01 1.695307706911749561e-11 3.468589693474759330e-07 2.436821497515878809e-07 2.437098195262984509e-07
1.447223619534597105e+01 1.594191503384865954e-11 3.261682042453173232e-07 2.291460709571083149e-07 2.291720906478640201e-07
1.480933788132941409e+01 1.499051080621254864e-11 3.067016868245637984e-07 2.154700730632507658e-07 2.154945402799918599e-07
1.515429167428229995e+01 1.409537034174049793e-11 2.883861710085622695e-07 2.026026994820100256e-07 2.026257059650998301e-07
1.550728047327165449e+01 1.325320972839576874e-11 2.711554867611458557e-07 1.904974621722050772e-07 1.905190944166749194e-07
1.586849143763105907e+01 1.246087641627490624e-11 2.549437901993023681e-07 1.791081044832112512e-07 1.791284436966038464e-07
1.623811608619501357e+01 1.171544437601577669e-11 2.396920326588109074e-07 1.683931416112349358e-07 1.684122643061328654e-07
1.661635039884474452e+01 1.101427326600585997e-11 2.253466855115675949e-07 1.583149671067247596e-07 1.583329455883477928e-07
1.700339492041933909e+01 1.035481152661671285e-11 2.118541200622369345e-07 1.488359060490851887e-07 1.488528083336671175e-07
1.739945486704727884e+01 9.734663434164840898e-12 1.991645139025283794e-07 1.399209569949257984e-07 1.399368471362217363e-07
1.780474023495473901e+01 9.151291717159383237e-12 1.872283615892317464e-07 1.315353381131891201e-07 1.315502761775151353e-07
1.821946591180837061e+01 8.602646099340836080e-12 1.760028863581990643e-07 1.236489978254554579e-07 1.236630404955167357e-07
1.864385179065158482e+01 8.086619826534884547e-12 1.654445165299830637e-07 1.162313257494893656e-07 1.162445262092941195e-07
1.907812288649475718e+01 7.601268377407492465e-12 1.555144536018953399e-07 1.092550634602353104e-07 1.092674718078486700e-07
1.952250945562115803e+01 7.144869274150847820e-12 1.461762521369835570e-07 1.026946077456077377e-07 1.027062711856314629e-07
1.997724711767189021e+01 6.715643787932008821e-12 1.373940111666467505e-07 9.652473628516166962e-08 9.653569914451584304e-08
2.044257698057453965e+01 6.312106505559242446e-12 1.291371792961936716e-07 9.072398566804784203e-08 9.073428987787075651e-08
2.091874576838178257e+01 5.932563609588171149e-12 1.213717172260230018e-07 8.526844135118004975e-08 8.527812607612257121e-08
2.140600595208775658e+01 5.575578390269905396e-12 1.140683454605172751e-07 8.013753322012731874e-08 8.014663528926424864e-08
2.190461588349151256e+01 5.240179636961967667e-12 1.072055091984897366e-07 7.531611978216223328e-08 7.532467440042802621e-08
2.241483993217856252e+01 4.924615381073026194e-12 1.007493584441967427e-07 7.078041817077823697e-08 7.078845771586260468e-08
2.293694862569313742e+01 4.627763554495982793e-12 9.467687871305032337e-08 6.651425985442993617e-08 6.652181488902327415e-08
2.347121879297545988e+01 4.348669153846585135e-12 8.896735051215978602e-08 6.250308969652271573e-08 6.251018917617866346e-08
2.401793371114012743e+01 4.086520207087112189e-12 8.360368137066505180e-08 5.873490001794006260e-08 5.874157159174040300e-08
2.457738325567337867e+01 3.840053821141324588e-12 7.856088585746164758e-08 5.519213674995689586e-08 5.519840600379261589e-08
2.514986405412891557e+01 3.608286755787257184e-12 7.381928244578458404e-08 5.186097242543824711e-08 5.186686336896628442e-08
2.573567964340374914e+01 3.390406426739595004e-12 6.936169776076577363e-08 4.872934259229123832e-08 4.873487787650685805e-08
2.633514063067751820e+01 3.185570777056825961e-12 6.517103688527312972e-08 4.578523726735877862e-08 4.579043817892769877e-08
2.694856485810046109e+01 2.993062846854761842e-12 6.123250778369023673e-08 4.301826457788638191e-08 4.302315123905585812e-08
2.757627757131760049e+01 2.812255731866708922e-12 5.753264945824954306e-08 4.041896824628958884e-08 4.042355973378485421e-08
2.821861159191823631e+01 2.642119918435852523e-12 5.405213658847301358e-08 3.797376981027094534e-08 3.797808357240150054e-08
2.887590749390237832e+01 2.482269661243339672e-12 5.078169277200749907e-08 3.567615355178045642e-08 3.568020636167523213e-08
2.954851378425761865e+01 2.331996627951807980e-12 4.770739157138613258e-08 3.351633505702170022e-08 3.352014255389098812e-08
3.023678708774208346e+01 2.190765202221933565e-12 4.481806244275648750e-08 3.148646677927152692e-08 3.149004371938894327e-08
3.094109233597166764e+01 2.058014149389140855e-12 4.210233086716843056e-08 2.957855756550187433e-08 2.958191779580195258e-08
3.166180296091155100e+01 1.933363147576518279e-12 3.955171247056863429e-08 2.778664747853743025e-08 2.778980419718702987e-08
3.239930109287482196e+01 1.816032712457048847e-12 3.715185105928043749e-08 2.610064920413097036e-08 2.610361439227965155e-08
3.315397776313298550e+01 1.705909059800020091e-12 3.489882763936148043e-08 2.451781101316459025e-08 2.452059642253080051e-08
3.392623311124593499e+01 1.602444649945573741e-12 3.278186341532871037e-08 2.303055997062857496e-08 2.303317645739055703e-08
3.471647659722125212e+01 1.505175692028699742e-12 3.079187204516993867e-08 2.163251217713428858e-08 2.163496986133398176e-08
3.552512721861531020e+01 1.413699357441718216e-12 2.892077490640560799e-08 2.031799192489162761e-08 2.032030027559957557e-08
3.635261373269132434e+01 1.327804506631107547e-12 2.716357973275967846e-08 1.908349259133922815e-08 1.908566071061318619e-08
3.719937488375214230e+01 1.247059504386370620e-12 2.551193545187316424e-08 1.792314675923592223e-08 1.792518305900176289e-08
3.806585963576825549e+01 1.171251971202771874e-12 2.396098900690046483e-08 1.683354544900375550e-08 1.683545797919617461e-08
3.895252741042447298e+01 1.100016579671631185e-12 2.250364937373826124e-08 1.580970656940109664e-08 1.581150279654845976e-08
3.985984833071135114e+01 1.033105819904832424e-12 2.113468204949553138e-08 1.484795283781203038e-08 1.484963981665479686e-08
4.078830347019064106e+01 9.702051822837855383e-13 1.984797819953511435e-08 1.394399224490037098e-08 1.394557653046316137e-08
4.173838510806685065e+01 9.111408189589289006e-13 1.863960040184965045e-08 1.309505895925267084e-08 1.309654680916956100e-08
4.271059699020019451e+01 8.556274228921924270e-13 1.750399754423513759e-08 1.229725283157530416e-08 1.229865004631872030e-08
4.370545459619932416e+01 8.034862484566343552e-13 1.643733769142757030e-08 1.154788194265292538e-08 1.154919402618688584e-08
4.472348541273544242e+01 7.545013707667261592e-13 1.543524281120852912e-08 1.084387051364802791e-08 1.084510261689668283e-08
4.576522921322271031e+01 7.084461243264736995e-13 1.449327240999905217e-08 1.018209873395200525e-08 1.018325564518739093e-08
4.683123834401325070e+01 6.651987716782784676e-13 1.360868165321081394e-08 9.560638491292105206e-09 9.561724793690868291e-09
4.792207801725850658e+01 6.245795140845067429e-13 1.277781178605367191e-08 8.976919346648723920e-09 8.977939328510255401e-09
4.903832661059221465e+01 5.864355044672870457e-13 1.199753630718765066e-08 8.428744808420665830e-09 8.429702509890531921e-09
5.018057597379382884e+01 5.506468369022262712e-13 1.126525291946903890e-08 7.914286802209491428e-09 7.915186062902327444e-09
5.134943174259520049e+01 5.170007861913055254e-13 1.057698533381705882e-08 7.430751468517095471e-09 7.431595793147577247e-09
5.254551365979658328e+01 4.853940472685673537e-13 9.930424268451801117e-09 6.976516632364350504e-09 6.977309347506486760e-09
5.376945590386248597e+01 4.557153483693793659e-13 9.323291863806565634e-09 6.549982008469740494e-09 6.550726262622771831e-09
5.502190742517150568e+01 4.278470012709948427e-13 8.753173367569579782e-09 6.149451144341352609e-09 6.150149893062319853e-09
5.630353229009839566e+01 4.016501140892225435e-13 8.217357733263114466e-09 5.773019297782984080e-09 5.773675272631976712e-09
5.761501003311084190e+01 3.770766830685091667e-13 7.714610050687108033e-09 5.419819136877071724e-09 5.420434983978148058e-09
5.895703601706766506e+01 3.539868619866709631e-13 7.242276673097690261e-09 5.087986171554595823e-09 5.088564315352143963e-09
6.033032180190937055e+01 3.323060143719806051e-13 6.798744035519575221e-09 4.776386891184741309e-09 4.776929630832584347e-09
6.173559552193665922e+01 3.119435579794107654e-13 6.382214175329226688e-09 4.483758103036826991e-09 4.484267593266375850e-09
6.317360227187688793e+01 2.928307998774560323e-13 5.991194772046839626e-09 4.209051475879914320e-09 4.209529754547841451e-09
6.464510450194315183e+01 2.748370152135642933e-13 5.623287011310649115e-09 3.950581484335701298e-09 3.951030385088932785e-09
6.615088242209544944e+01 2.579739583307774476e-13 5.278348056056738325e-09 3.708248145768951439e-09 3.708669510316781083e-09
6.769173441571838623e+01 2.421640852204019465e-13 4.954837541036091720e-09 3.480969248549842779e-09 3.481364792955415100e-09
6.926847746293456964e+01 2.272963057467653218e-13 4.650707908380043653e-09 3.267306087074089826e-09 3.267677352368843870e-09
7.088194757377829092e+01 2.133410881725522373e-13 4.365227376807765820e-09 3.066744677855013823e-09 3.067093153811078930e-09
7.253300023145912689e+01 2.002377605907196318e-13 4.097183260268858262e-09 2.878433033594427335e-09 2.878760111870276011e-09
7.422251084595043835e+01 1.879206810579498163e-13 3.845283730579241136e-09 2.701463544983296606e-09 2.701770510635497082e-09
7.595137521814335457e+01 1.763844317037277864e-13 3.609224253286236147e-09 2.535622449485255362e-09 2.535910573822254000e-09
7.772051001481221988e+01 1.655448545872530656e-13 3.387460513159191979e-09 2.379824634990572444e-09 2.380095056773900483e-09
7.953085325464351740e+01 1.553622748538654050e-13 3.179164824463224611e-09 2.233488634744873642e-09 2.233742427485191492e-09
8.138336480558571395e+01 1.458047756643322058e-13 2.983648057687435623e-09 2.096130342488089947e-09 2.096368526733900240e-09
8.327902689378402101e+01 1.368392519725429794e-13 2.800208985532979474e-09 1.967257141123193984e-09 1.967480682486064078e-09
8.521884462436965180e+01 1.284143747917834647e-13 2.627868794015737844e-09 1.846181306935506733e-09 1.846391089389584100e-09
8.720384651437987600e+01 1.204965122301630190e-13 2.465945059234170201e-09 1.732423404704931720e-09 1.732620257743802509e-09
8.923508503809139825e+01 1.130870781508187034e-13 2.314309086407372127e-09 1.625893171792004611e-09 1.626077921976720822e-09
9.131363718505610905e+01 1.061184031514760963e-13 2.171756222432762242e-09 1.525744119956241418e-09 1.525917489215787725e-09
9.344060503113519189e+01 9.957597780001787415e-14 2.037922323068650571e-09 1.431720487717242490e-09 1.431883171749233753e-09
9.561711632283441986e+01 9.343607605404781750e-14 1.912321495945360744e-09 1.343480916898874407e-09 1.343633573327134480e-09
9.784432507525018252e+01 8.766146875631764419e-14 1.794242076550348680e-09 1.260525387228017397e-09 1.260668613887391498e-09
1.001234121839435716e+02 8.225162615955273526e-14 1.683575671023212529e-09 1.182777840904133037e-09 1.182912232060380978e-09
1.024555860510669305e+02 7.717523939934813371e-14 1.579723616055012287e-09 1.109817653234416687e-09 1.109943753193879332e-09
